frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
35592.8728,-1.2269,-27.6413,-1.2269,-27.6413
35604.5887,-1.2298,-27.6139,-1.2298,-27.6139
35616.3046,-1.2327,-27.5865,-1.2327,-27.5865
35628.0205,-1.2356,-27.5591,-1.2356,-27.5591
35639.7364,-1.2385,-27.5317,-1.2385,-27.5317
35651.4523,-1.2414,-27.5044,-1.2414,-27.5044
35663.1682,-1.2443,-27.4770,-1.2443,-27.4770
35674.8841,-1.2471,-27.4496,-1.2471,-27.4496
35686.6000,-1.2500,-27.4222,-1.2500,-27.4222
35698.3158,-1.2529,-27.3949,-1.2529,-27.3949
35710.0317,-1.2558,-27.3675,-1.2558,-27.3675
35721.7476,-1.2586,-27.3401,-1.2586,-27.3401
35733.4635,-1.2615,-27.3127,-1.2615,-27.3127
35745.1794,-1.2644,-27.2854,-1.2644,-27.2854
35756.8953,-1.2672,-27.2580,-1.2672,-27.2580
35768.6112,-1.2701,-27.2307,-1.2701,-27.2307
35780.3271,-1.2729,-27.2034,-1.2729,-27.2034
35792.0430,-1.2758,-27.1760,-1.2758,-27.1760
35803.7588,-1.2786,-27.1487,-1.2786,-27.1487
35815.4747,-1.2814,-27.1214,-1.2814,-27.1214
35827.1906,-1.2843,-27.0941,-1.2843,-27.0941
35838.9065,-1.2871,-27.0667,-1.2871,-27.0667
35850.6224,-1.2899,-27.0394,-1.2899,-27.0394
35862.3383,-1.2927,-27.0121,-1.2927,-27.0121
35874.0542,-1.2956,-26.9848,-1.2956,-26.9848
35885.7701,-1.2984,-26.9575,-1.2984,-26.9575
35897.4860,-1.3012,-26.9302,-1.3012,-26.9302
35909.2019,-1.3040,-26.9029,-1.3040,-26.9029
35920.9177,-1.3068,-26.8757,-1.3068,-26.8757
35932.6336,-1.3096,-26.8484,-1.3096,-26.8484
35944.3495,-1.3124,-26.8211,-1.3124,-26.8211
35956.0654,-1.3151,-26.7938,-1.3151,-26.7938
35967.7813,-1.3179,-26.7665,-1.3179,-26.7665
35979.4972,-1.3207,-26.7393,-1.3207,-26.7393
35991.2131,-1.3235,-26.7120,-1.3235,-26.7120
36002.9290,-1.3263,-26.6848,-1.3263,-26.6848
36014.6449,-1.3290,-26.6575,-1.3290,-26.6575
36026.3608,-1.3318,-26.6303,-1.3318,-26.6303
36038.0766,-1.3345,-26.6030,-1.3345,-26.6030
36049.7925,-1.3373,-26.5758,-1.3373,-26.5758
36061.5084,-1.3400,-26.5486,-1.3400,-26.5486
36073.2243,-1.3428,-26.5213,-1.3428,-26.5213
36084.9402,-1.3455,-26.4941,-1.3455,-26.4941
36096.6561,-1.3483,-26.4669,-1.3483,-26.4669
36108.3720,-1.3510,-26.4397,-1.3510,-26.4397
36120.0879,-1.3537,-26.4125,-1.3537,-26.4125
36131.8038,-1.3565,-26.3853,-1.3565,-26.3853
36143.5196,-1.3592,-26.3581,-1.3592,-26.3581
36155.2355,-1.3619,-26.3309,-1.3619,-26.3309
36166.9514,-1.3646,-26.3037,-1.3646,-26.3037
36178.6673,-1.3673,-26.2765,-1.3673,-26.2765
36190.3832,-1.3700,-26.2493,-1.3700,-26.2493
36202.0991,-1.3727,-26.2221,-1.3727,-26.2221
36213.8150,-1.3754,-26.1949,-1.3754,-26.1949
36225.5309,-1.3781,-26.1678,-1.3781,-26.1678
36237.2468,-1.3808,-26.1406,-1.3808,-26.1406
36248.9627,-1.3835,-26.1134,-1.3835,-26.1134
36260.6785,-1.3862,-26.0863,-1.3862,-26.0863
36272.3944,-1.3889,-26.0591,-1.3889,-26.0591
36284.1103,-1.3916,-26.0320,-1.3916,-26.0320
36295.8262,-1.3942,-26.0048,-1.3942,-26.0048
36307.5421,-1.3969,-25.9777,-1.3969,-25.9777
36319.2580,-1.3996,-25.9505,-1.3996,-25.9505
36330.9739,-1.4022,-25.9234,-1.4022,-25.9234
36342.6898,-1.4049,-25.8963,-1.4049,-25.8963
36354.4057,-1.4075,-25.8691,-1.4075,-25.8691
36366.1216,-1.4102,-25.8420,-1.4102,-25.8420
36377.8374,-1.4128,-25.8149,-1.4128,-25.8149
36389.5533,-1.4155,-25.7878,-1.4155,-25.7878
36401.2692,-1.4181,-25.7607,-1.4181,-25.7607
36412.9851,-1.4207,-25.7336,-1.4207,-25.7336
36424.7010,-1.4234,-25.7065,-1.4234,-25.7065
36436.4169,-1.4260,-25.6794,-1.4260,-25.6794
36448.1328,-1.4286,-25.6523,-1.4286,-25.6523
36459.8487,-1.4312,-25.6252,-1.4312,-25.6252
36471.5646,-1.4339,-25.5981,-1.4339,-25.5981
36483.2804,-1.4365,-25.5710,-1.4365,-25.5710
36494.9963,-1.4391,-25.5439,-1.4391,-25.5439
36506.7122,-1.4417,-25.5168,-1.4417,-25.5168
36518.4281,-1.4443,-25.4897,-1.4443,-25.4897
36530.1440,-1.4469,-25.4627,-1.4469,-25.4627
36541.8599,-1.4495,-25.4356,-1.4495,-25.4356
36553.5758,-1.4520,-25.4086,-1.4520,-25.4086
36565.2917,-1.4546,-25.3815,-1.4546,-25.3815
36577.0076,-1.4572,-25.3545,-1.4572,-25.3545
36588.7235,-1.4598,-25.3274,-1.4598,-25.3274
36600.4393,-1.4624,-25.3004,-1.4624,-25.3004
36612.1552,-1.4649,-25.2733,-1.4649,-25.2733
36623.8711,-1.4675,-25.2463,-1.4675,-25.2463
36635.5870,-1.4701,-25.2193,-1.4701,-25.2193
36647.3029,-1.4726,-25.1922,-1.4726,-25.1922
36659.0188,-1.4752,-25.1652,-1.4752,-25.1652
36670.7347,-1.4777,-25.1382,-1.4777,-25.1382
36682.4506,-1.4803,-25.1112,-1.4803,-25.1112
36694.1665,-1.4828,-25.0841,-1.4828,-25.0841
36705.8824,-1.4854,-25.0571,-1.4854,-25.0571
36717.5982,-1.4879,-25.0301,-1.4879,-25.0301
36729.3141,-1.4904,-25.0031,-1.4904,-25.0031
36741.0300,-1.4929,-24.9761,-1.4929,-24.9761
36752.7459,-1.4955,-24.9492,-1.4955,-24.9492
36764.4618,-1.4980,-24.9222,-1.4980,-24.9222
36776.1777,-1.5005,-24.8952,-1.5005,-24.8952
36787.8936,-1.5030,-24.8682,-1.5030,-24.8682
36799.6095,-1.5055,-24.8412,-1.5055,-24.8412
36811.3254,-1.5080,-24.8143,-1.5080,-24.8143
36823.0412,-1.5105,-24.7873,-1.5105,-24.7873
36834.7571,-1.5130,-24.7603,-1.5130,-24.7603
36846.4730,-1.5155,-24.7334,-1.5155,-24.7334
36858.1889,-1.5180,-24.7064,-1.5180,-24.7064
36869.9048,-1.5205,-24.6794,-1.5205,-24.6794
36881.6207,-1.5230,-24.6525,-1.5230,-24.6525
36893.3366,-1.5255,-24.6255,-1.5255,-24.6255
36905.0525,-1.5280,-24.5986,-1.5280,-24.5986
36916.7684,-1.5304,-24.5716,-1.5304,-24.5716
36928.4843,-1.5329,-24.5447,-1.5329,-24.5447
36940.2001,-1.5354,-24.5178,-1.5354,-24.5178
36951.9160,-1.5378,-24.4908,-1.5378,-24.4908
36963.6319,-1.5403,-24.4639,-1.5403,-24.4639
36975.3478,-1.5428,-24.4370,-1.5428,-24.4370
36987.0637,-1.5452,-24.4101,-1.5452,-24.4101
36998.7796,-1.5477,-24.3831,-1.5477,-24.3831
37010.4955,-1.5501,-24.3562,-1.5501,-24.3562
37022.2114,-1.5525,-24.3293,-1.5525,-24.3293
37033.9273,-1.5550,-24.3024,-1.5550,-24.3024
37045.6432,-1.5574,-24.2755,-1.5574,-24.2755
37057.3590,-1.5598,-24.2486,-1.5598,-24.2486
37069.0749,-1.5623,-24.2217,-1.5623,-24.2217
37080.7908,-1.5647,-24.1948,-1.5647,-24.1948
37092.5067,-1.5671,-24.1679,-1.5671,-24.1679
37104.2226,-1.5695,-24.1410,-1.5695,-24.1410
37115.9385,-1.5719,-24.1141,-1.5719,-24.1141
37127.6544,-1.5743,-24.0873,-1.5743,-24.0873
37139.3703,-1.5768,-24.0604,-1.5768,-24.0604
37151.0862,-1.5792,-24.0336,-1.5792,-24.0336
37162.8021,-1.5816,-24.0067,-1.5816,-24.0067
37174.5179,-1.5840,-23.9798,-1.5840,-23.9798
37186.2338,-1.5863,-23.9530,-1.5863,-23.9530
37197.9497,-1.5887,-23.9261,-1.5887,-23.9261
37209.6656,-1.5911,-23.8992,-1.5911,-23.8992
37221.3815,-1.5935,-23.8724,-1.5935,-23.8724
37233.0974,-1.5959,-23.8455,-1.5959,-23.8455
37244.8133,-1.5982,-23.8187,-1.5982,-23.8187
37256.5292,-1.6006,-23.7918,-1.6006,-23.7918
37268.2451,-1.6030,-23.7650,-1.6030,-23.7650
37279.9609,-1.6053,-23.7382,-1.6053,-23.7382
37291.6768,-1.6077,-23.7114,-1.6077,-23.7114
37303.3927,-1.6101,-23.6845,-1.6101,-23.6845
37315.1086,-1.6124,-23.6577,-1.6124,-23.6577
37326.8245,-1.6148,-23.6309,-1.6148,-23.6309
37338.5404,-1.6171,-23.6041,-1.6171,-23.6041
37350.2563,-1.6194,-23.5773,-1.6194,-23.5773
37361.9722,-1.6218,-23.5505,-1.6218,-23.5505
37373.6881,-1.6241,-23.5237,-1.6241,-23.5237
37385.4040,-1.6265,-23.4969,-1.6265,-23.4969
37397.1198,-1.6288,-23.4701,-1.6288,-23.4701
37408.8357,-1.6311,-23.4433,-1.6311,-23.4433
37420.5516,-1.6334,-23.4165,-1.6334,-23.4165
37432.2675,-1.6357,-23.3897,-1.6357,-23.3897
37443.9834,-1.6381,-23.3629,-1.6381,-23.3629
37455.6993,-1.6404,-23.3361,-1.6404,-23.3361
37467.4152,-1.6427,-23.3093,-1.6427,-23.3093
37479.1311,-1.6450,-23.2826,-1.6450,-23.2826
37490.8470,-1.6473,-23.2558,-1.6473,-23.2558
37502.5629,-1.6496,-23.2290,-1.6496,-23.2290
37514.2787,-1.6519,-23.2023,-1.6519,-23.2023
37525.9946,-1.6542,-23.1755,-1.6542,-23.1755
37537.7105,-1.6564,-23.1487,-1.6564,-23.1487
37549.4264,-1.6587,-23.1220,-1.6587,-23.1220
37561.1423,-1.6610,-23.0952,-1.6610,-23.0952
37572.8582,-1.6633,-23.0685,-1.6633,-23.0685
37584.5741,-1.6656,-23.0417,-1.6656,-23.0417
37596.2900,-1.6678,-23.0150,-1.6678,-23.0150
37608.0059,-1.6701,-22.9882,-1.6701,-22.9882
37619.7217,-1.6724,-22.9615,-1.6724,-22.9615
37631.4376,-1.6746,-22.9347,-1.6746,-22.9347
37643.1535,-1.6769,-22.9080,-1.6769,-22.9080
37654.8694,-1.6791,-22.8813,-1.6791,-22.8813
37666.5853,-1.6814,-22.8546,-1.6814,-22.8546
37678.3012,-1.6836,-22.8278,-1.6836,-22.8278
37690.0171,-1.6859,-22.8011,-1.6859,-22.8011
37701.7330,-1.6881,-22.7744,-1.6881,-22.7744
37713.4489,-1.6903,-22.7477,-1.6903,-22.7477
37725.1648,-1.6926,-22.7210,-1.6926,-22.7210
37736.8806,-1.6948,-22.6943,-1.6948,-22.6943
37748.5965,-1.6970,-22.6676,-1.6970,-22.6676
37760.3124,-1.6993,-22.6409,-1.6993,-22.6409
37772.0283,-1.7015,-22.6142,-1.7015,-22.6142
37783.7442,-1.7037,-22.5875,-1.7037,-22.5875
37795.4601,-1.7059,-22.5608,-1.7059,-22.5608
37807.1760,-1.7081,-22.5341,-1.7081,-22.5341
37818.8919,-1.7103,-22.5074,-1.7103,-22.5074
37830.6078,-1.7125,-22.4807,-1.7125,-22.4807
37842.3237,-1.7147,-22.4541,-1.7147,-22.4541
37854.0395,-1.7169,-22.4274,-1.7169,-22.4274
37865.7554,-1.7191,-22.4007,-1.7191,-22.4007
37877.4713,-1.7213,-22.3741,-1.7213,-22.3741
37889.1872,-1.7235,-22.3474,-1.7235,-22.3474
37900.9031,-1.7257,-22.3208,-1.7257,-22.3208
37912.6190,-1.7278,-22.2941,-1.7278,-22.2941
37924.3349,-1.7300,-22.2674,-1.7300,-22.2674
37936.0508,-1.7322,-22.2408,-1.7322,-22.2408
37947.7667,-1.7344,-22.2141,-1.7344,-22.2141
37959.4825,-1.7365,-22.1875,-1.7365,-22.1875
37971.1984,-1.7387,-22.1608,-1.7387,-22.1608
37982.9143,-1.7409,-22.1342,-1.7409,-22.1342
37994.6302,-1.7430,-22.1076,-1.7430,-22.1076
38006.3461,-1.7452,-22.0809,-1.7452,-22.0809
38018.0620,-1.7473,-22.0543,-1.7473,-22.0543
38029.7779,-1.7495,-22.0277,-1.7495,-22.0277
38041.4938,-1.7516,-22.0010,-1.7516,-22.0010
38053.2097,-1.7537,-21.9744,-1.7537,-21.9744
38064.9256,-1.7559,-21.9478,-1.7559,-21.9478
38076.6414,-1.7580,-21.9212,-1.7580,-21.9212
38088.3573,-1.7601,-21.8946,-1.7601,-21.8946
38100.0732,-1.7623,-21.8679,-1.7623,-21.8679
38111.7891,-1.7644,-21.8413,-1.7644,-21.8413
38123.5050,-1.7665,-21.8147,-1.7665,-21.8147
38135.2209,-1.7686,-21.7881,-1.7686,-21.7881
38146.9368,-1.7707,-21.7615,-1.7707,-21.7615
38158.6527,-1.7729,-21.7350,-1.7729,-21.7350
38170.3686,-1.7750,-21.7084,-1.7750,-21.7084
38182.0845,-1.7771,-21.6818,-1.7771,-21.6818
38193.8003,-1.7792,-21.6552,-1.7792,-21.6552
38205.5162,-1.7813,-21.6286,-1.7813,-21.6286
38217.2321,-1.7834,-21.6020,-1.7834,-21.6020
38228.9480,-1.7854,-21.5754,-1.7854,-21.5754
38240.6639,-1.7875,-21.5488,-1.7875,-21.5488
38252.3798,-1.7896,-21.5223,-1.7896,-21.5223
38264.0957,-1.7917,-21.4957,-1.7917,-21.4957
38275.8116,-1.7938,-21.4691,-1.7938,-21.4691
38287.5275,-1.7959,-21.4426,-1.7959,-21.4426
38299.2433,-1.7979,-21.4160,-1.7979,-21.4160
38310.9592,-1.8000,-21.3894,-1.8000,-21.3894
38322.6751,-1.8021,-21.3629,-1.8021,-21.3629
38334.3910,-1.8041,-21.3363,-1.8041,-21.3363
38346.1069,-1.8062,-21.3098,-1.8062,-21.3098
38357.8228,-1.8082,-21.2832,-1.8082,-21.2832
38369.5387,-1.8103,-21.2567,-1.8103,-21.2567
38381.2546,-1.8123,-21.2301,-1.8123,-21.2301
38392.9705,-1.8144,-21.2036,-1.8144,-21.2036
38404.6864,-1.8164,-21.1770,-1.8164,-21.1770
38416.4022,-1.8185,-21.1505,-1.8185,-21.1505
38428.1181,-1.8205,-21.1240,-1.8205,-21.1240
38439.8340,-1.8225,-21.0975,-1.8225,-21.0975
38451.5499,-1.8246,-21.0709,-1.8246,-21.0709
38463.2658,-1.8266,-21.0444,-1.8266,-21.0444
38474.9817,-1.8286,-21.0179,-1.8286,-21.0179
38486.6976,-1.8306,-20.9914,-1.8306,-20.9914
38498.4135,-1.8327,-20.9648,-1.8327,-20.9648
38510.1294,-1.8347,-20.9383,-1.8347,-20.9383
38521.8453,-1.8367,-20.9118,-1.8367,-20.9118
38533.5611,-1.8387,-20.8853,-1.8387,-20.8853
38545.2770,-1.8407,-20.8588,-1.8407,-20.8588
38556.9929,-1.8427,-20.8323,-1.8427,-20.8323
38568.7088,-1.8447,-20.8058,-1.8447,-20.8058
38580.4247,-1.8467,-20.7793,-1.8467,-20.7793
38592.1406,-1.8487,-20.7528,-1.8487,-20.7528
38603.8565,-1.8507,-20.7263,-1.8507,-20.7263
38615.5724,-1.8527,-20.6998,-1.8527,-20.6998
38627.2883,-1.8547,-20.6734,-1.8547,-20.6734
38639.0041,-1.8566,-20.6469,-1.8566,-20.6469
38650.7200,-1.8586,-20.6204,-1.8586,-20.6204
38662.4359,-1.8606,-20.5939,-1.8606,-20.5939
38674.1518,-1.8626,-20.5674,-1.8626,-20.5674
38685.8677,-1.8645,-20.5409,-1.8645,-20.5409
38697.5836,-1.8665,-20.5145,-1.8665,-20.5145
38709.2995,-1.8685,-20.4880,-1.8685,-20.4880
38721.0154,-1.8704,-20.4615,-1.8704,-20.4615
38732.7313,-1.8724,-20.4351,-1.8724,-20.4351
38744.4472,-1.8743,-20.4086,-1.8743,-20.4086
38756.1630,-1.8763,-20.3822,-1.8763,-20.3822
38767.8789,-1.8782,-20.3557,-1.8782,-20.3557
38779.5948,-1.8802,-20.3293,-1.8802,-20.3293
38791.3107,-1.8821,-20.3028,-1.8821,-20.3028
38803.0266,-1.8840,-20.2764,-1.8840,-20.2764
38814.7425,-1.8860,-20.2499,-1.8860,-20.2499
38826.4584,-1.8879,-20.2235,-1.8879,-20.2235
38838.1743,-1.8898,-20.1971,-1.8898,-20.1971
38849.8902,-1.8918,-20.1706,-1.8918,-20.1706
38861.6061,-1.8937,-20.1442,-1.8937,-20.1442
38873.3219,-1.8956,-20.1178,-1.8956,-20.1178
38885.0378,-1.8975,-20.0913,-1.8975,-20.0913
38896.7537,-1.8994,-20.0649,-1.8994,-20.0649
38908.4696,-1.9013,-20.0385,-1.9013,-20.0385
38920.1855,-1.9032,-20.0120,-1.9032,-20.0120
38931.9014,-1.9051,-19.9856,-1.9051,-19.9856
38943.6173,-1.9070,-19.9592,-1.9070,-19.9592
38955.3332,-1.9089,-19.9328,-1.9089,-19.9328
38967.0491,-1.9108,-19.9064,-1.9108,-19.9064
38978.7649,-1.9127,-19.8800,-1.9127,-19.8800
38990.4808,-1.9146,-19.8535,-1.9146,-19.8535
39002.1967,-1.9165,-19.8272,-1.9165,-19.8272
39013.9126,-1.9184,-19.8008,-1.9184,-19.8008
39025.6285,-1.9203,-19.7744,-1.9203,-19.7744
39037.3444,-1.9221,-19.7480,-1.9221,-19.7480
39049.0603,-1.9240,-19.7216,-1.9240,-19.7216
39060.7762,-1.9259,-19.6952,-1.9259,-19.6952
39072.4921,-1.9278,-19.6688,-1.9278,-19.6688
39084.2080,-1.9296,-19.6424,-1.9296,-19.6424
39095.9238,-1.9315,-19.6160,-1.9315,-19.6160
39107.6397,-1.9333,-19.5896,-1.9333,-19.5896
39119.3556,-1.9352,-19.5632,-1.9352,-19.5632
39131.0715,-1.9370,-19.5368,-1.9370,-19.5368
39142.7874,-1.9389,-19.5105,-1.9389,-19.5105
39154.5033,-1.9407,-19.4841,-1.9407,-19.4841
39166.2192,-1.9426,-19.4577,-1.9426,-19.4577
39177.9351,-1.9444,-19.4314,-1.9444,-19.4314
39189.6510,-1.9463,-19.4050,-1.9463,-19.4050
39201.3669,-1.9481,-19.3786,-1.9481,-19.3786
39213.0827,-1.9499,-19.3523,-1.9499,-19.3523
39224.7986,-1.9518,-19.3259,-1.9518,-19.3259
39236.5145,-1.9536,-19.2996,-1.9536,-19.2996
39248.2304,-1.9554,-19.2732,-1.9554,-19.2732
39259.9463,-1.9572,-19.2469,-1.9572,-19.2469
39271.6622,-1.9590,-19.2205,-1.9590,-19.2205
39283.3781,-1.9609,-19.1942,-1.9609,-19.1942
39295.0940,-1.9627,-19.1678,-1.9627,-19.1678
39306.8099,-1.9645,-19.1415,-1.9645,-19.1415
39318.5258,-1.9663,-19.1151,-1.9663,-19.1151
39330.2416,-1.9681,-19.0888,-1.9681,-19.0888
39341.9575,-1.9699,-19.0624,-1.9699,-19.0624
39353.6734,-1.9717,-19.0361,-1.9717,-19.0361
39365.3893,-1.9735,-19.0098,-1.9735,-19.0098
39377.1052,-1.9752,-18.9835,-1.9752,-18.9835
39388.8211,-1.9770,-18.9572,-1.9770,-18.9572
39400.5370,-1.9788,-18.9308,-1.9788,-18.9308
39412.2529,-1.9806,-18.9045,-1.9806,-18.9045
39423.9688,-1.9824,-18.8782,-1.9824,-18.8782
39435.6846,-1.9842,-18.8519,-1.9842,-18.8519
39447.4005,-1.9859,-18.8256,-1.9859,-18.8256
39459.1164,-1.9877,-18.7992,-1.9877,-18.7992
39470.8323,-1.9895,-18.7729,-1.9895,-18.7729
39482.5482,-1.9912,-18.7466,-1.9912,-18.7466
39494.2641,-1.9930,-18.7203,-1.9930,-18.7203
39505.9800,-1.9947,-18.6940,-1.9947,-18.6940
39517.6959,-1.9965,-18.6677,-1.9965,-18.6677
39529.4118,-1.9982,-18.6414,-1.9982,-18.6414
39541.1277,-2.0000,-18.6151,-2.0000,-18.6151
39552.8435,-2.0017,-18.5888,-2.0017,-18.5888
39564.5594,-2.0035,-18.5625,-2.0035,-18.5625
39576.2753,-2.0052,-18.5362,-2.0052,-18.5362
39587.9912,-2.0070,-18.5100,-2.0070,-18.5100
39599.7071,-2.0087,-18.4837,-2.0087,-18.4837
39611.4230,-2.0104,-18.4574,-2.0104,-18.4574
39623.1389,-2.0122,-18.4311,-2.0122,-18.4311
39634.8548,-2.0139,-18.4048,-2.0139,-18.4048
39646.5707,-2.0156,-18.3785,-2.0156,-18.3785
39658.2866,-2.0173,-18.3523,-2.0173,-18.3523
39670.0024,-2.0191,-18.3260,-2.0191,-18.3260
39681.7183,-2.0208,-18.2997,-2.0208,-18.2997
39693.4342,-2.0225,-18.2734,-2.0225,-18.2734
39705.1501,-2.0242,-18.2472,-2.0242,-18.2472
39716.8660,-2.0259,-18.2209,-2.0259,-18.2209
39728.5819,-2.0276,-18.1946,-2.0276,-18.1946
39740.2978,-2.0293,-18.1684,-2.0293,-18.1684
39752.0137,-2.0310,-18.1421,-2.0310,-18.1421
39763.7296,-2.0327,-18.1159,-2.0327,-18.1159
39775.4454,-2.0344,-18.0897,-2.0344,-18.0897
39787.1613,-2.0361,-18.0634,-2.0361,-18.0634
39798.8772,-2.0377,-18.0371,-2.0377,-18.0371
39810.5931,-2.0394,-18.0109,-2.0394,-18.0109
39822.3090,-2.0411,-17.9846,-2.0411,-17.9846
39834.0249,-2.0428,-17.9584,-2.0428,-17.9584
39845.7408,-2.0445,-17.9321,-2.0445,-17.9321
39857.4567,-2.0461,-17.9059,-2.0461,-17.9059
39869.1726,-2.0478,-17.8797,-2.0478,-17.8797
39880.8885,-2.0495,-17.8534,-2.0495,-17.8534
39892.6043,-2.0511,-17.8272,-2.0511,-17.8272
39904.3202,-2.0528,-17.8010,-2.0528,-17.8010
39916.0361,-2.0544,-17.7747,-2.0544,-17.7747
39927.7520,-2.0561,-17.7485,-2.0561,-17.7485
39939.4679,-2.0577,-17.7223,-2.0577,-17.7223
39951.1838,-2.0594,-17.6961,-2.0594,-17.6961
39962.8997,-2.0610,-17.6699,-2.0610,-17.6699
39974.6156,-2.0627,-17.6436,-2.0627,-17.6436
39986.3315,-2.0643,-17.6174,-2.0643,-17.6174
39998.0474,-2.0660,-17.5912,-2.0660,-17.5912
40009.7632,-2.0676,-17.5650,-2.0676,-17.5650
40021.4791,-2.0692,-17.5388,-2.0692,-17.5388
40033.1950,-2.0709,-17.5126,-2.0709,-17.5126
40044.9109,-2.0725,-17.4864,-2.0725,-17.4864
40056.6268,-2.0741,-17.4602,-2.0741,-17.4602
40068.3427,-2.0757,-17.4340,-2.0757,-17.4340
40080.0586,-2.0773,-17.4078,-2.0773,-17.4078
40091.7745,-2.0790,-17.3816,-2.0790,-17.3816
40103.4904,-2.0806,-17.3554,-2.0806,-17.3554
40115.2062,-2.0822,-17.3292,-2.0822,-17.3292
40126.9221,-2.0838,-17.3030,-2.0838,-17.3030
40138.6380,-2.0854,-17.2768,-2.0854,-17.2768
40150.3539,-2.0870,-17.2507,-2.0870,-17.2507
40162.0698,-2.0886,-17.2245,-2.0886,-17.2245
40173.7857,-2.0902,-17.1983,-2.0902,-17.1983
40185.5016,-2.0918,-17.1721,-2.0918,-17.1721
40197.2175,-2.0934,-17.1459,-2.0934,-17.1459
40208.9334,-2.0950,-17.1197,-2.0950,-17.1197
40220.6493,-2.0965,-17.0935,-2.0965,-17.0935
40232.3651,-2.0981,-17.0674,-2.0981,-17.0674
40244.0810,-2.0997,-17.0412,-2.0997,-17.0412
40255.7969,-2.1013,-17.0150,-2.1013,-17.0150
40267.5128,-2.1028,-16.9889,-2.1028,-16.9889
40279.2287,-2.1044,-16.9627,-2.1044,-16.9627
40290.9446,-2.1060,-16.9365,-2.1060,-16.9365
40302.6605,-2.1075,-16.9104,-2.1075,-16.9104
40314.3764,-2.1091,-16.8842,-2.1091,-16.8842
40326.0923,-2.1107,-16.8580,-2.1107,-16.8580
40337.8082,-2.1122,-16.8319,-2.1122,-16.8319
40349.5240,-2.1138,-16.8057,-2.1138,-16.8057
40361.2399,-2.1153,-16.7796,-2.1153,-16.7796
40372.9558,-2.1169,-16.7534,-2.1169,-16.7534
40384.6717,-2.1184,-16.7273,-2.1184,-16.7273
40396.3876,-2.1200,-16.7011,-2.1200,-16.7011
40408.1035,-2.1215,-16.6750,-2.1215,-16.6750
40419.8194,-2.1230,-16.6488,-2.1230,-16.6488
40431.5353,-2.1246,-16.6227,-2.1246,-16.6227
40443.2512,-2.1261,-16.5965,-2.1261,-16.5965
40454.9670,-2.1276,-16.5704,-2.1276,-16.5704
40466.6829,-2.1292,-16.5443,-2.1292,-16.5443
40478.3988,-2.1307,-16.5181,-2.1307,-16.5181
40490.1147,-2.1322,-16.4920,-2.1322,-16.4920
40501.8306,-2.1337,-16.4659,-2.1337,-16.4659
40513.5465,-2.1352,-16.4398,-2.1352,-16.4398
40525.2624,-2.1367,-16.4137,-2.1367,-16.4137
40536.9783,-2.1383,-16.3875,-2.1383,-16.3875
40548.6942,-2.1398,-16.3614,-2.1398,-16.3614
40560.4101,-2.1413,-16.3353,-2.1413,-16.3353
40572.1259,-2.1428,-16.3092,-2.1428,-16.3092
40583.8418,-2.1443,-16.2830,-2.1443,-16.2830
40595.5577,-2.1458,-16.2569,-2.1458,-16.2569
40607.2736,-2.1473,-16.2308,-2.1473,-16.2308
40618.9895,-2.1487,-16.2047,-2.1487,-16.2047
40630.7054,-2.1502,-16.1786,-2.1502,-16.1786
40642.4213,-2.1517,-16.1525,-2.1517,-16.1525
40654.1372,-2.1532,-16.1264,-2.1532,-16.1264
40665.8531,-2.1547,-16.1003,-2.1547,-16.1003
40677.5690,-2.1561,-16.0742,-2.1561,-16.0742
40689.2848,-2.1576,-16.0481,-2.1576,-16.0481
40701.0007,-2.1591,-16.0220,-2.1591,-16.0220
40712.7166,-2.1606,-15.9959,-2.1606,-15.9959
40724.4325,-2.1620,-15.9698,-2.1620,-15.9698
40736.1484,-2.1635,-15.9437,-2.1635,-15.9437
40747.8643,-2.1650,-15.9176,-2.1650,-15.9176
40759.5802,-2.1664,-15.8915,-2.1664,-15.8915
40771.2961,-2.1679,-15.8654,-2.1679,-15.8654
40783.0120,-2.1693,-15.8393,-2.1693,-15.8393
40794.7278,-2.1708,-15.8132,-2.1708,-15.8132
40806.4437,-2.1722,-15.7871,-2.1722,-15.7871
40818.1596,-2.1737,-15.7610,-2.1737,-15.7610
40829.8755,-2.1751,-15.7349,-2.1751,-15.7349
40841.5914,-2.1765,-15.7089,-2.1765,-15.7089
40853.3073,-2.1780,-15.6828,-2.1780,-15.6828
40865.0232,-2.1794,-15.6568,-2.1794,-15.6568
40876.7391,-2.1808,-15.6307,-2.1808,-15.6307
40888.4550,-2.1823,-15.6046,-2.1823,-15.6046
40900.1709,-2.1837,-15.5786,-2.1837,-15.5786
40911.8867,-2.1851,-15.5525,-2.1851,-15.5525
40923.6026,-2.1865,-15.5264,-2.1865,-15.5264
40935.3185,-2.1880,-15.5004,-2.1880,-15.5004
40947.0344,-2.1894,-15.4743,-2.1894,-15.4743
40958.7503,-2.1908,-15.4482,-2.1908,-15.4482
40970.4662,-2.1922,-15.4221,-2.1922,-15.4221
40982.1821,-2.1936,-15.3961,-2.1936,-15.3961
40993.8980,-2.1950,-15.3700,-2.1950,-15.3700
41005.6139,-2.1964,-15.3440,-2.1964,-15.3440
41017.3298,-2.1978,-15.3179,-2.1978,-15.3179
41029.0456,-2.1992,-15.2919,-2.1992,-15.2919
